E_nip_trans_10209_m.65142	SMTD_0000824901-mRNA-1	57.1	352	126	5	86	423	41	381	3.19e-128	395
E_nip_trans_10209_m.65142	tr|A0A183P1L4|A0A183P1L4_9TREM	57.1	352	126	5	86	423	41	381	3.19e-128	395
E_nip_trans_10209_m.65142	MS3_0012065.1	56.8	352	127	5	86	423	43	383	4.78e-128	394
E_nip_trans_10209_m.65142	tr|A0A094ZKF3|A0A094ZKF3_SCHHA	56.8	352	127	5	86	423	43	383	4.78e-128	394
E_nip_trans_10209_m.65142	DC041_0004563	57.1	352	126	5	86	423	43	383	6.74e-128	394
E_nip_trans_10209_m.65142	SCUD_0001014901-mRNA-1	57.1	352	126	5	86	423	43	383	6.74e-128	394
E_nip_trans_10209_m.65142	tr|A0A183K577|A0A183K577_9TREM	57.1	352	126	5	86	423	43	383	6.74e-128	394
E_nip_trans_10209_m.65142	tr|A0A430QMK6|A0A430QMK6_SCHBO	57.1	352	126	5	86	423	43	383	6.74e-128	394
E_nip_trans_10209_m.65142	SMRZ_0001280501-mRNA-1	57.1	352	126	5	86	423	41	381	8.93e-128	394
E_nip_trans_10209_m.65142	tr|A0A183M9S9|A0A183M9S9_9TREM	57.1	352	126	5	86	423	41	381	8.93e-128	394
E_nip_trans_10209_m.65142	TRE_0000658901-mRNA-1	64.0	297	105	1	129	423	17	313	1.79e-127	390
E_nip_trans_10209_m.65142	tr|A0A183W1H8|A0A183W1H8_TRIRE	64.0	297	105	1	129	423	17	313	1.79e-127	390
E_nip_trans_10209_m.65142	Smp_104890.1	57.6	349	131	4	89	423	36	381	2.50e-127	392
E_nip_trans_10209_m.65142	tr|A0A3Q0KJY2|A0A3Q0KJY2_SCHMA	57.6	349	131	4	89	423	36	381	2.50e-127	392
E_nip_trans_10209_m.65142	tr|T2C5W6|T2C5W6_SCHMA	57.6	349	131	4	89	423	38	383	2.66e-127	392
E_nip_trans_10209_m.65142	SROB_0000338801-mRNA-1	57.0	349	133	4	89	423	35	380	1.05e-126	390
E_nip_trans_10209_m.65142	tr|A0A183QIB8|A0A183QIB8_9TREM	57.0	349	133	4	89	423	35	380	1.05e-126	390
E_nip_trans_10209_m.65142	EWB00_001287	59.2	326	122	3	109	423	56	381	5.66e-126	389
E_nip_trans_10209_m.65142	tr|A0A4Z2DG24|A0A4Z2DG24_SCHJA	59.2	326	122	3	109	423	56	381	5.66e-126	389
E_nip_trans_10209_m.65142	Gbulla1a007505T1	59.3	307	120	2	113	419	57	358	2.57e-119	371
E_nip_trans_10209_m.65142	FBUS_02328	55.6	333	142	3	97	423	39	371	6.53e-118	368
E_nip_trans_10209_m.65142	tr|A0A8E0RTJ2|A0A8E0RTJ2_9TREM	55.6	333	142	3	97	423	39	371	6.53e-118	368
E_nip_trans_10209_m.65142	tr|A0A7U0TID4|A0A7U0TID4_9TREM	55.8	321	131	4	104	419	31	345	1.33e-117	366
E_nip_trans_10209_m.65142	HNAJ_0000142101-mRNA-1	53.1	335	153	3	91	423	25	357	1.89e-117	364
E_nip_trans_10209_m.65142	tr|A0A0R3T355|A0A0R3T355_RODNA	53.1	335	153	3	91	423	25	357	1.89e-117	364
E_nip_trans_20683_m.157969	TRINITY_DN372_c0_g2_i1.p5	85.2	54	8	0	9	62	79	132	1.88e-25	94.4
E_nip_trans_20683_m.157969	TRINITY_DN3623_c0_g1_i2__g.53135	75.8	62	14	1	1	62	30	90	3.56e-25	93.2
E_nip_trans_20683_m.157969	TRINITY_DN372_c0_g2_i12.p1	83.1	59	10	0	4	62	169	227	2.39e-24	97.8
E_nip_trans_20683_m.157969	maker-scf7180006952568-snap-gene-0.48-mRNA-1	87.0	54	7	0	9	62	145	198	6.25e-24	96.3
E_nip_trans_20683_m.157969	Gbulla1a004720T1	87.0	54	7	0	9	62	58	111	8.03e-24	95.5
E_nip_trans_20683_m.157969	Gbulla1a004230T1	51.9	54	26	0	9	62	242	295	3.10e-13	66.2
E_nip_trans_20683_m.157969	genemark-scf7180006951876-processed-gene-0.1-mRNA-1	49.1	55	28	0	8	62	139	193	1.47e-12	64.3
E_nip_trans_20683_m.157969	TRINITY_DN3243_c0_g1_i2__g.66305	51.9	54	26	0	9	62	234	287	1.47e-12	64.3
E_nip_trans_20683_m.157969	TRINITY_DN3243_c0_g1_i1__g.66304	51.9	54	26	0	9	62	234	287	1.47e-12	64.3
E_nip_trans_20683_m.157969	TRINITY_DN3243_c0_g1_i3__g.66307	50.0	54	27	0	9	62	240	293	5.15e-12	62.8
E_nip_trans_20683_m.157969	TRINITY_DN3243_c0_g1_i4__g.66303	50.0	54	27	0	9	62	240	293	5.15e-12	62.8
E_nip_trans_20683_m.157969	Gbulla1a001918T1	50.0	52	26	0	11	62	228	279	5.15e-12	62.8
E_nip_trans_20683_m.157969	TRINITY_DN3248_c1_g1_i2__g.66350	51.9	52	25	0	11	62	120	171	6.23e-12	62.4
E_nip_trans_20683_m.157969	TRINITY_DN64951_c0_g1_i6.p1	51.9	52	25	0	11	62	1	52	1.72e-11	59.7
E_nip_trans_20683_m.157969	genemark-scf7180006953440-processed-gene-0.5-mRNA-1	55.3	47	21	0	16	62	203	249	2.41e-11	60.8
E_nip_trans_20683_m.157969	genemark-scf7180006947509-processed-gene-0.0-mRNA-1	48.1	54	28	0	9	62	225	278	3.35e-11	60.5
E_nip_trans_20683_m.157969	T265_06225	49.1	53	27	0	9	61	218	270	4.60e-11	60.1
E_nip_trans_20683_m.157969	tr|A0A074ZLB9|A0A074ZLB9_9TREM	49.1	53	27	0	9	61	218	270	4.60e-11	60.1
E_nip_trans_20683_m.157969	CSKR_112593-T1	49.1	53	27	0	9	61	226	278	4.60e-11	60.1
E_nip_trans_20683_m.157969	CRM22_002585	49.1	53	27	0	9	61	226	278	4.60e-11	60.1
E_nip_trans_20683_m.157969	tr|A0A4S2M9S4|A0A4S2M9S4_OPIFE	49.1	53	27	0	9	61	226	278	4.60e-11	60.1
E_nip_trans_20683_m.157969	tr|A0A7U0YEG2|A0A7U0YEG2_9TREM	49.1	53	27	0	9	61	226	278	4.60e-11	60.1
