augustus_masked-agouti_scaf_271-processed-gene-0.10-mRNA-1	tr|A0A0X3NVZ4|A0A0X3NVZ4_SCHSOATP	81.3	374	70	0	11	384	7	380	7.40e-230	644
augustus_masked-agouti_scaf_271-processed-gene-0.10-mRNA-1	EmuJ_000839300.1	73.6	379	99	1	12	390	13	390	1.22e-210	593
augustus_masked-agouti_scaf_271-processed-gene-0.10-mRNA-1	tr|A0A068YBZ1|A0A068YBZ1_ECHMUATP	73.6	379	99	1	12	390	13	390	1.22e-210	593
augustus_masked-agouti_scaf_271-processed-gene-0.10-mRNA-1	maker-E.canG7_contigs_6006-pred_gff_blastx-gene-0.237-mRNA-1	73.6	379	99	1	12	390	13	390	1.73e-210	593
augustus_masked-agouti_scaf_271-processed-gene-0.10-mRNA-1	HDID_0000268001-mRNA-1	74.1	375	96	1	12	386	13	386	5.07e-210	592
augustus_masked-agouti_scaf_271-processed-gene-0.10-mRNA-1	tr|A0A0R3SDD1|A0A0R3SDD1_HYMDIATP	74.1	375	96	1	12	386	13	386	5.07e-210	592
augustus_masked-agouti_scaf_271-processed-gene-0.10-mRNA-1	tr|A0A0R3U6I6|A0A0R3U6I6_MESCOATP	73.6	375	98	1	12	386	13	386	5.45e-210	592
augustus_masked-agouti_scaf_271-processed-gene-0.10-mRNA-1	TsM_000577800	74.7	375	94	1	12	386	13	386	2.08e-209	590
augustus_masked-agouti_scaf_271-processed-gene-0.10-mRNA-1	TASK_0000517901-mRNA-1	74.8	373	93	1	12	384	13	384	2.95e-209	590
augustus_masked-agouti_scaf_271-processed-gene-0.10-mRNA-1	TSAs00008g02169m00001	74.8	373	93	1	12	384	13	384	2.95e-209	590
augustus_masked-agouti_scaf_271-processed-gene-0.10-mRNA-1	tr|A0A0R3W512|A0A0R3W512_TAEASATP	74.8	373	93	1	12	384	13	384	2.95e-209	590
augustus_masked-agouti_scaf_271-processed-gene-0.10-mRNA-1	HNAJ_0000326401-mRNA-1	73.0	385	103	1	12	396	13	396	4.13e-209	590
augustus_masked-agouti_scaf_271-processed-gene-0.10-mRNA-1	tr|A0A0R3T876|A0A0R3T876_RODNAATP	73.0	385	103	1	12	396	13	396	4.13e-209	590
augustus_masked-agouti_scaf_271-processed-gene-0.10-mRNA-1	PXEA_0003221501-mRNA-1	74.7	371	94	0	14	384	15	385	2.58e-207	586
augustus_masked-agouti_scaf_271-processed-gene-0.10-mRNA-1	tr|A0A3S5B6C1|A0A3S5B6C1_9PLATATP	74.7	371	94	0	14	384	15	385	2.58e-207	586
augustus_masked-agouti_scaf_271-processed-gene-0.10-mRNA-1	EgrG_000839300	72.6	379	103	1	12	390	13	390	9.40e-207	583
augustus_masked-agouti_scaf_271-processed-gene-0.10-mRNA-1	tr|U6IW14|U6IW14_ECHGRATP	72.6	379	103	1	12	390	13	390	9.40e-207	583
augustus_masked-agouti_scaf_271-processed-gene-0.10-mRNA-1	PXEA_0002615101-mRNA-1	73.3	382	102	0	1	382	6	387	1.64e-203	586
augustus_masked-agouti_scaf_271-processed-gene-0.10-mRNA-1	tr|A0A448XAY4|A0A448XAY4_9PLATATP	73.3	382	102	0	1	382	6	387	1.64e-203	586
augustus_masked-agouti_scaf_271-processed-gene-0.10-mRNA-1	HmN_000557000	74.9	343	85	1	51	393	1	342	2.68e-192	545
augustus_masked-agouti_scaf_271-processed-gene-0.10-mRNA-1	tr|A0A564Y4B4|A0A564Y4B4_HYMDIATP	75.3	336	82	1	51	386	1	335	7.64e-192	544
augustus_masked-agouti_scaf_271-processed-gene-0.10-mRNA-1	TTAC_0000497301-mRNA-1	73.3	345	91	1	51	395	1	344	6.08e-191	541
augustus_masked-agouti_scaf_271-processed-gene-0.10-mRNA-1	tr|A0A0R3WW33|A0A0R3WW33_HYDTAATP	73.3	345	91	1	51	395	1	344	6.08e-191	541
augustus_masked-agouti_scaf_271-processed-gene-0.10-mRNA-1	snap_masked-scf7180006953309-processed-gene-0.9-mRNA-1	68.4	377	118	1	6	382	2	377	3.62e-190	543
augustus_masked-agouti_scaf_271-processed-gene-0.10-mRNA-1	TRINITY_DN129_c0_g1_i2.p2	65.8	398	129	2	15	412	27	417	1.31e-188	541
augustus_masked-agouti_scaf_310-processed-gene-0.2-mRNA-1	E_nip_trans_10209_m.65142	54.2	345	147	4	34	372	101	440	1.85e-114	356
