Gbulla1a000159T1	4.23e-139	422
Gbulla1a000252T1	6.63e-173	499
Gbulla1a000380T1	7.98e-43	162
Gbulla1a000859T1	1.40e-166	479
Gbulla1a000896T1	3.95e-33	120
Gbulla1a000897T1	1.96e-61	207
Gbulla1a000906T3	2.02e-151	442
Gbulla1a001153T1	5.66e-136	424
Gbulla1a001266T1	3.78e-129	402
Gbulla1a001487T1	1.50e-100	324
Gbulla1a001833T1	3.68e-128	393
Gbulla1a001918T1	3.96e-49	182
Gbulla1a001972T1	3.15e-139	415
Gbulla1a002034T1	6.73e-50	174
Gbulla1a002061T1	2.82e-173	499
Gbulla1a002093T1	3.54e-98	313
Gbulla1a002102T1	6.06e-114	367
Gbulla1a002129T1	4.45e-120	371
Gbulla1a002141T2	2.29e-24	113
Gbulla1a002141T4	3.21e-28	126
Gbulla1a002145T3	8.21e-82	271
Gbulla1a002154T1	5.76e-148	442
Gbulla1a002248T2	3.51e-126	384
Gbulla1a002262T2	5.90e-77	257
Gbulla1a002262T4	1.38e-76	256
Gbulla1a002336T1	2.30e-69	231
Gbulla1a002360T1	1.63e-77	276
Gbulla1a002423T1	2.45e-05	53.1
Gbulla1a002564T1	3.42e-99	315
Gbulla1a002566T1	5.47e-125	371
Gbulla1a002718T1	9.08e-34	140
Gbulla1a002744T1	5.86e-20	89.0
Gbulla1a002900T1	8.29e-118	360
Gbulla1a002910T1	8.61e-69	244
Gbulla1a003271T6	2.98e-183	535
Gbulla1a003352T1	1.08e-117	358
Gbulla1a003438T3	2.73e-15	84.3
Gbulla1a003715T1	2.04e-130	397
Gbulla1a003730T1	3.48e-135	411
Gbulla1a003745T2	1.29e-112	358
Gbulla1a003904T2	6.45e-182	535
Gbulla1a004179T2	1.22e-136	416
Gbulla1a004230T1	1.68e-66	226
Gbulla1a004557T1	1.00e-05	53.1
Gbulla1a004605T1	6.78e-135	409
Gbulla1a004720T1	3.98e-27	116
Gbulla1a005014T1	1.66e-19	90.5
Gbulla1a005228T1	5.79e-104	328
Gbulla1a005242T1	2.20e-63	233
Gbulla1a005242T2	9.43e-83	290
Gbulla1a005258T2	1.87e-74	265
Gbulla1a005288T1	1.37e-97	309
Gbulla1a005749T1	1.45e-184	531
Gbulla1a005770T1	2.44e-185	534
Gbulla1a005860T1	1.74e-20	95.1
Gbulla1a006073T1	7.53e-59	220
Gbulla1a006919T2	5.93e-158	462
Gbulla1a006945T1	9.53e-166	495
Gbulla1a006986T1	6.83e-86	276
Gbulla1a007298T1	4.85e-132	397
Gbulla1a007505T1	1.30e-118	369
Gbulla1a007594T1	4.09e-18	89.0
Gbulla1a007915T1	2.18e-06	55.1
Gbulla1a008310T1	1.67e-98	314
Gbulla1a008542T3	9.58e-174	511
Gbulla1a008550T1	7.23e-08	60.1
Gbulla1a008898T1	9.95e-08	55.1
Gbulla1a008900T1	1.46e-98	318
Gbulla1a008958T1	2.13e-14	80.9
Gbulla1a009062T1	2.38e-124	378
Gbulla1a009554T1	6.93e-184	561
Gbulla1a009599T1	9.59e-06	52.8
Gbulla1a009664T1	2.78e-160	486
Gbulla1a009686T3	1.36e-24	106
Gbulla1a009754T1	7.17e-190	543
Gbulla1a009763T1	5.15e-179	513
Gbulla1a009767T1	6.30e-21	99.4
Gbulla1a009838T1	8.26e-87	267
Gbulla1a009842T1	2.59e-54	181
Gbulla1a009849T1	1.80e-72	256
Gbulla1a010006T1	4.76e-106	334
Gbulla1a010332T1	1.78e-06	55.8
Gbulla1a010489T1	1.45e-145	430
Gbulla1a010498T1	2.27e-154	454
Gbulla1a010523T1	7.92e-49	181
Gbulla1a010653T1	7.90e-120	382
Gbulla1a010749T2	4.84e-95	308
augustus_masked-scf7180006950230-processed-gene-0.0-mRNA-1	4.55e-21	94.0
genemark-scf7180006947446-processed-gene-0.4-mRNA-1	3.41e-81	268
genemark-scf7180006947509-processed-gene-0.0-mRNA-1	4.15e-173	498
genemark-scf7180006947626-processed-gene-0.3-mRNA-1	7.60e-117	359
genemark-scf7180006948030-processed-gene-0.0-mRNA-1	7.55e-37	141
genemark-scf7180006949156-processed-gene-0.2-mRNA-1	3.12e-184	540
genemark-scf7180006949356-processed-gene-0.31-mRNA-1	4.58e-45	173
genemark-scf7180006949874-processed-gene-0.0-mRNA-1	2.56e-27	108
genemark-scf7180006950185-processed-gene-0.3-mRNA-1	3.50e-113	353
genemark-scf7180006950468-processed-gene-0.4-mRNA-1	8.00e-161	481
genemark-scf7180006950725-processed-gene-0.7-mRNA-1	6.89e-95	304
genemark-scf7180006950902-processed-gene-0.0-mRNA-1	4.64e-45	149
genemark-scf7180006951062-processed-gene-0.1-mRNA-1	2.31e-151	464
genemark-scf7180006951248-processed-gene-0.13-mRNA-1	1.05e-94	300
genemark-scf7180006951261-processed-gene-0.9-mRNA-1	6.67e-182	521
genemark-scf7180006951876-processed-gene-0.1-mRNA-1	1.26e-74	244
genemark-scf7180006952450-processed-gene-0.6-mRNA-1	9.23e-88	300
genemark-scf7180006952571-processed-gene-0.8-mRNA-1	8.82e-125	384
genemark-scf7180006952644-processed-gene-0.14-mRNA-1	7.75e-62	194
genemark-scf7180006952778-processed-gene-0.1-mRNA-1	1.16e-131	395
genemark-scf7180006953170-processed-gene-0.2-mRNA-1	1.68e-48	174
genemark-scf7180006953275-processed-gene-0.1-mRNA-1	1.38e-131	414
genemark-scf7180006953283-processed-gene-0.3-mRNA-1	6.16e-112	341
genemark-scf7180006953283-processed-gene-0.4-mRNA-1	2.88e-189	537
genemark-scf7180006953309-processed-gene-0.1-mRNA-1	7.31e-55	180
genemark-scf7180006953384-processed-gene-0.9-mRNA-1	1.85e-140	423
genemark-scf7180006953439-processed-gene-1.18-mRNA-1	2.05e-135	410
genemark-scf7180006953440-processed-gene-0.5-mRNA-1	4.13e-54	189
maker-scf7180006947379-snap-gene-0.52-mRNA-1	2.05e-95	304
maker-scf7180006947718-snap-gene-0.10-mRNA-1	3.31e-133	402
maker-scf7180006948385-snap-gene-0.22-mRNA-1	1.01e-184	558
maker-scf7180006950185-snap-gene-0.44-mRNA-1	8.00e-14	65.1
maker-scf7180006950185-snap-gene-0.45-mRNA-1	1.56e-141	437
maker-scf7180006950427-snap-gene-0.13-mRNA-1	1.95e-135	404
maker-scf7180006950709-snap-gene-0.42-mRNA-1	3.33e-109	329
maker-scf7180006951048-snap-gene-0.16-mRNA-1	2.04e-76	235
maker-scf7180006951118-snap-gene-0.8-mRNA-1	7.37e-161	474
maker-scf7180006951261-augustus-gene-0.126-mRNA-1	9.77e-163	477
maker-scf7180006951332-snap-gene-0.8-mRNA-1	1.01e-78	237
maker-scf7180006951430-snap-gene-0.16-mRNA-1	5.06e-99	315
